Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Source,EID
"Kattenborn T., Eichel J., Wiser S., Burrows L., Fassnacht F.E., Schmidtlein S.","56270572500;55796642600;7003308145;7005326435;55053512400;6507243508;","Convolutional Neural Networks accurately predict cover fractions of plant species and communities in Unmanned Aerial Vehicle imagery",2020,"Remote Sensing in Ecology and Conservation","6","4",,"472","486",,40,"10.1002/rse2.146","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079000550&doi=10.1002%2frse2.146&partnerID=40&md5=9f2336175ee895c226888d838a47729b","Convolutional Neural Networks (CNN); deep learning; invasive species; orthophoto; remote sensing; tree species; Unmanned Aerial Vehicles (UAV); vegetation succession",,Article,Scopus,2-s2.0-85079000550
[No author name available],[No author id available],"2020 International Conference on Energy, Natural Resources and Electric Power",2020,"IOP Conference Series: Earth and Environmental Science","598","1",,"","",728,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097567954&partnerID=40&md5=fa2f90fb87ac5cc1c1d2794cd1210466",,,Conference Review,Scopus,2-s2.0-85097567954
"Zhang Y., Fu X.","57192374596;35755660700;","Quantitative interpretation of visual environment based on street view images analyzed with deep learning and from Lendsenses Ecology perspective",2020,"Shengtai Xuebao","40","22",,"8191","8198",,,"10.5846/stxb202003110494","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097313713&doi=10.5846%2fstxb202003110494&partnerID=40&md5=6ab482572ae6e494d752c80dee820c2b","Deep learning; Human-perspective; Landsenses Ecology; Street view images; Visual environment","image analysis; landscape ecology; machine learning; perception; quantitative analysis; resident population; street canyon; visual analysis; Beijing [China]; China",Article,Scopus,2-s2.0-85097313713
"Ditria E.M., Sievers M., Lopez-Marcano S., Jinks E.L., Connolly R.M.","57208619465;55656626000;57215422131;57217214762;7101819604;","Deep learning for automated analysis of fish abundance: the benefits of training across multiple habitats",2020,"Environmental Monitoring and Assessment","192","11","698","","",,6,"10.1007/s10661-020-08653-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092423053&doi=10.1007%2fs10661-020-08653-z&partnerID=40&md5=4460da324cbef106776eccb2949b1bcf","Computer vision; Machine learning; MaxN; Monitoring; Reef; Seagrass","Data handling; Ecosystems; Fish; Learning systems; Object detection; Object recognition; Plants (botany); Reefs; Aquatic habitats; Aquatic wildlife; Automated analysis; Coastal environments; Detection framework; Environmental Monitoring; Human activities; Manual processing; Deep learning; abundance; automation; coastal zone; computer vision; data processing; environmental monitoring; finfish; habitat type; machine learning; reef; seagrass; training; article; computer vision; deep learning; habitat; human; nonhuman; seagrass; videorecording; animal; ecosystem; environment; environmental monitoring; fish; Animalia; Girella tricuspidata; Animals; Deep Learning; Ecosystem; Environment; Environmental Monitoring; Fishes; Humans",Article,Scopus,2-s2.0-85092423053
"Benkendorf D.J., Hawkins C.P.","57219221984;7202253959;","Effects of sample size and network depth on a deep learning approach to species distribution modeling",2020,"Ecological Informatics","60",,"101137","","",,9,"10.1016/j.ecoinf.2020.101137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091760888&doi=10.1016%2fj.ecoinf.2020.101137&partnerID=40&md5=92258f4a65e6455e94b51aff09397e89","Artificial neural network; Deep learning; Ecology; Macroinvertebrate; Sample size; Species distribution model","algorithm; artificial neural network; complexity; conservation management; performance assessment; population distribution; population modeling; research work; sampling",Article,Scopus,2-s2.0-85091760888
"Singha S., Pasupuleti S., Singha S.S., Kumar S.","57194762416;57194568754;57194762415;57211640379;","Effectiveness of groundwater heavy metal pollution indices studies by deep-learning",2020,"Journal of Contaminant Hydrology","235",,"103718","","",,14,"10.1016/j.jconhyd.2020.103718","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091652464&doi=10.1016%2fj.jconhyd.2020.103718&partnerID=40&md5=d93f361413d0a313554ff0ab051832c3","Deep learning; Geographical information system; Groundwater; HM pollution indices; India; Pollution zones","Computational chemistry; Deep learning; Errors; Gradient methods; Groundwater; Heavy metals; Mean square error; Potable water; Predictive analytics; Veterinary medicine; Activation functions; Anthropogenic pollution; Contamination index; Heavy metal pollution; Over fitting problem; Pollution evaluation; Prediction performance; Root mean square errors; Groundwater pollution; arsenic; cadmium; chromium; copper; ground water; heavy metal; iron; lead; manganese; nickel; zinc; heavy metal; artificial neural network; comparative study; concentration (composition); data set; GIS; groundwater pollution; heavy metal; machine learning; numerical model; principal component analysis; Article; artificial neural network; comparative study; concentration (parameter); contamination index; controlled study; deep learning; entropy weight based heavy metal contamination index; heavy metal evaluation index; heavy metal index; heavy metal pollution index; India; mathematical analysis; prediction; principal component analysis based metal index; priority journal; water contamination; water pollution; water quality; water sampling; environmental monitoring; human; risk assessment; water pollutant; Chhattisgarh; India; Animalia; Deep Learning; Environmental Monitoring; Groundwater; Humans; India; Metals, Heavy; Risk Assessment; Water Pollutants, Chemical",Article,Scopus,2-s2.0-85091652464
"Tang H., Wang B., Chen X.","57221000821;57192411086;57221568710;","Deep learning techniques for automatic butterfly segmentation in ecological images",2020,"Computers and Electronics in Agriculture","178",,"105739","","",,7,"10.1016/j.compag.2020.105739","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090351158&doi=10.1016%2fj.compag.2020.105739&partnerID=40&md5=b0071a800c1e203259a9ea1dd6cc03ba","Butterfly ecological image segmentation; Deep learning; Dilated encoder network","Automation; Complex networks; Deep learning; Ecology; Learning systems; Butterfly species; Complex background; High-level features; High-resolution output; Learning techniques; Learning-based methods; Natural environments; Segmentation quality; Image segmentation; algorithm; automation; data set; ecological approach; identification method; image analysis; machine learning; Leeds; Papilionoidea",Article,Scopus,2-s2.0-85090351158
"Chen M., Ke Y., Bai J., Li P., Lyu M., Gong Z., Zhou D.","57210409437;35784422100;57219322390;57364803500;57212340408;23491851600;35241664100;","Monitoring early stage invasion of exotic Spartina alterniflora using deep-learning super-resolution techniques based on multisource high-resolution satellite imagery: A case study in the Yellow River Delta, China",2020,"International Journal of Applied Earth Observation and Geoinformation","92",,"102180","","",,14,"10.1016/j.jag.2020.102180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100380009&doi=10.1016%2fj.jag.2020.102180&partnerID=40&md5=85a1b89446e56fce5244dcfce018489a","Deep learning; High-resolution satellite image; Image; Invasive plants; Spartina alterniflora; Super-resolution","artificial neural network; biological invasion; grass; introduced species; invasive species; monitoring; sampling; satellite imagery; spatial resolution; China; Shandong; Yellow River Delta; Spartina alterniflora",Article,Scopus,2-s2.0-85100380009
"Maheswari M., Josephine M.S., Jeyabalaraja V.","57216488584;56352465000;56352222000;","Identification and classification of multiple species of wild animals using convolutional neural networks",2020,"Journal of Green Engineering","10","10",,"10114","10138",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096586946&partnerID=40&md5=897ac1b5fe24bf6e3941a39baaa501c7","Adam optimization; Bear detection; Convolutional neural network; Elephant detection; Giraffe detection; Wild animal detection; Wildfile conservation; Zebra detection",,Article,Scopus,2-s2.0-85096586946
"Chen H., Chen A., Xu L., Xie H., Qiao H., Lin Q., Cai K.","36245936800;55447346500;56205168200;57203898590;56725072800;56985002800;35106610300;","A deep learning CNN architecture applied in smart near-infrared analysis of water pollution for agricultural irrigation resources",2020,"Agricultural Water Management","240",,"106303","","",,112,"10.1016/j.agwat.2020.106303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085920709&doi=10.1016%2fj.agwat.2020.106303&partnerID=40&md5=19071a40b0a3049f303d0b1575a57cc7","Agricultural resource; Convolutional neural network; Decision tree; Intelligent analysis; NIR spectroscopy; Optimization; Water pollution","Agricultural robots; Convolution; Convolutional neural networks; Cultivation; Decision trees; Deep learning; Industrial chemicals; Infrared devices; Irrigation; Network architecture; Oil spills; Sustainable development; Trees (mathematics); Water conservation; Water pollution; Water quality; Water resources; Agricultural cultivation; Agricultural irrigation; Decision-tree algorithm; Ecological environments; Industrial production; Near infrared analysis; Resource conservation; Water pollution levels; Water recycling; accuracy assessment; artificial neural network; design; irrigation system; machine learning; near infrared; parameterization; recycling; sustainable development; wastewater; water pollution; water resource",Article,Scopus,2-s2.0-85085920709
"She C., Zhang K., Feng J., Cui L.","57219410771;57200762683;55342120100;57219414715;","A Framework on Quality Risk Early Warning for Hydraulic Engineering Construction Based on LSTM",2020,"IOP Conference Series: Earth and Environmental Science","568","1","012025","","",,,"10.1088/1755-1315/568/1/012025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092610360&doi=10.1088%2f1755-1315%2f568%2f1%2f012025&partnerID=40&md5=6722bf1920d85ae468290bdf2f3d921d",,"Decision support systems; Deep learning; Ecology; Fluid mechanics; Information management; Quality control; Risk assessment; Shore protection; Water management; Decision supports; Examination and approval; Hydraulic engineering construction; Quality risks; Quality supervision; Risk early warning; Text information; Water conservancy projects; Long short-term memory",Conference Paper,Scopus,2-s2.0-85092610360
"Kim S., Alizamir M., Zounemat-Kermani M., Kisi O., Singh V.P.","36349835400;57188682009;57217118938;6507051085;57211219633;","Assessing the biochemical oxygen demand using neural networks and ensemble tree approaches in South Korea",2020,"Journal of Environmental Management","270",,"110834","","",,13,"10.1016/j.jenvman.2020.110834","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085763415&doi=10.1016%2fj.jenvman.2020.110834&partnerID=40&md5=415182489c5a9202cbc0c50094f7ade0","Biochemical oxygen demand; Deep echo state network; Extreme learning machine; Gradient boosting regression tree; Random forests; Water quality prediction","dissolved oxygen; hydrogen; nitrogen; phosphorus; oxygen; algorithm; artificial neural network; assessment method; biochemical oxygen demand; chemical oxygen demand; physicochemical property; river water; water quality; accuracy; Article; biochemical oxygen demand; chemical oxygen demand; echo state network; electric conductivity; gradient boosting regression tree; machine learning; pH; random forest; South Korea; suspended particulate matter; water quality; water temperature; biochemical oxygen demand; environmental monitoring; river; water quality; South Korea; Biological Oxygen Demand Analysis; Environmental Monitoring; Neural Networks, Computer; Oxygen; Republic of Korea; Rivers; Water Quality",Article,Scopus,2-s2.0-85085763415
"Jiang Z., Ma Y., Yang J.","57216491304;35220028600;57192705519;","Inversion of the thickness of crude oil film based on an og-cnn model",2020,"Journal of Marine Science and Engineering","8","9","653","1","21",,5,"10.3390/jmse8090653","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092795595&doi=10.3390%2fjmse8090653&partnerID=40&md5=231403a20e2146f7fc65b570339c2931","1D-CNN; Absolute thickness inversion; Crude oil film; Deep learning; GAN; Remote sensing",,Article,Scopus,2-s2.0-85092795595
"Al Mamun A., Fazal S.A., Masud M.M., Selvachandran G., Zainol N.R., Gai Q.S.","36782596500;57191227941;39863273100;55338597300;56141888900;55303819000;","The underlying drivers of underprivileged households' intention and behavior towards community forestry management: A study using structural equation modelling and artificial neural network approach",2020,"Sustainability (Switzerland)","12","18","7330","","",,1,"10.3390/SU12187330","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091580891&doi=10.3390%2fSU12187330&partnerID=40&md5=d28c6264aba52f0a78e023d584705826","Community forestry; Low-income; Malaysia; Theory of planned behavior","adoption behavior; algorithm; artificial neural network; attitudinal survey; carbon emission; community forestry; ecological modeling; forest management; government; household survey; perception; planning theory; poverty alleviation; psychology; public attitude; questionnaire survey; Malaysia",Article,Scopus,2-s2.0-85091580891
"Davies A.B., Brodrick P.G., Parr C.L., Asner G.P.","36149814300;54956501800;7006450808;7005140378;","Resistance of mound-building termites to anthropogenic land-use change",2020,"Environmental Research Letters","15","9","094038","","",,9,"10.1088/1748-9326/aba0ff","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090900748&doi=10.1088%2f1748-9326%2faba0ff&partnerID=40&md5=a34f395702eaf3dbacc177a2ec34296c","Convolutional neural networks; Deep learning; LiDAR; Macrotermes; Savanna; South Africa; Termite mounds","Conservation; Deep learning; Ecosystems; Optical radar; Ecosystem engineer; Ecosystem services; Height distribution; Human disturbances; Land-use change; Learning models; Light detection and ranging; Spatial patterning; Land use; anthropogenic effect; habitat type; land use change; landscape change; lidar; restoration ecology; soil ecosystem; soil microorganism; termite; South Africa; Invertebrata; Isoptera; Macrotermes",Article,Scopus,2-s2.0-85090900748
