Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Source,EID
"Han B.A., O’Regan S.M., Paul Schmidt J., Drake J.M.","9736346500;26531555100;57216868973;7201816666;","Integrating data mining and transmission theory in the ecology of infectious diseases",2020,"Ecology Letters","23","8",,"1178","1188",,10,"10.1111/ele.13520","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085044688&doi=10.1111%2fele.13520&partnerID=40&md5=1eb783443d62c898248405b6d628926a","Boosted regression; disease dynamics; disease macroecology; pathogen transmission; random forest; statistical learning; zoonosis; zoonotic spillover","data mining; disease transmission; infectious disease; life history; machine learning; pathogenicity; theoretical study; wild population; Rodentia; animal; data mining; epidemic; human; rodent; theoretical model; zoonosis; Animals; Data Mining; Disease Outbreaks; Humans; Models, Theoretical; Rodentia; Zoonoses",Article,Scopus,2-s2.0-85085044688
"Sun Y., Shao Y.","57216866251;57194265772;","Measuring visitor satisfaction toward peri-urban green and open spaces based on social media data",2020,"Urban Forestry and Urban Greening","53",,"126709","","",,10,"10.1016/j.ufug.2020.126709","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084966094&doi=10.1016%2fj.ufug.2020.126709&partnerID=40&md5=7f25977df77aec322422e76340b6349c","Factor; Measurement; Peri-Urban green and open spaces (peri-urban GOSs); Social media; Visitor satisfaction","artificial intelligence; developing world; greenspace; Internet; perception; privatization; questionnaire survey; research work; social media; urban area; urban policy; urbanization; China; Guangdong; Shenzhen",Article,Scopus,2-s2.0-85084966094
"Chen J., He T., Jiang B., Liang S.","57192996422;35205101700;35758658900;7402146514;","Estimation of all-sky all-wave daily net radiation at high latitudes from MODIS data",2020,"Remote Sensing of Environment","245",,"111842","","",,13,"10.1016/j.rse.2020.111842","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084191728&doi=10.1016%2fj.rse.2020.111842&partnerID=40&md5=f4660fa34160747bb7b84907fb48491b","High latitudes; High spatial resolution; Length ratio of daytime; MODIS; Net radiation","Agricultural robots; Genetic algorithms; Learning algorithms; Machine learning; Neural networks; Remote sensing; Uncertainty analysis; Biogeochemical process; Classification models; Clouds and the Earth's radiant energy systems; Land-surface process; Moderate resolution imaging spectroradiometer; Operational monitoring; Spatio-temporal changes; Temperature parameters; Radiometers; algorithm; clear sky; estimation method; latitude; latitudinal gradient; machine learning; model validation; MODIS; net radiation; remote sensing; satellite data; spatial distribution; top of atmosphere",Article,Scopus,2-s2.0-85084191728
"Musher L.J., Galante P.J., Thom G., Huntley J.W., Blair M.E.","55515599100;57201734789;55755707200;55899384300;48161182100;","Shifting ecosystem connectivity during the Pleistocene drove diversification and gene-flow in a species complex of Neotropical birds (Tityridae: Pachyramphus)",2020,"Journal of Biogeography","47","8",,"1714","1726",,4,"10.1111/jbi.13862","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084086881&doi=10.1111%2fjbi.13862&partnerID=40&md5=c063d5495ff891a9d306dc78f5990771","ecological niche modelling; introgression; Isthmus of Panama; neural network; Pleistocene; refuge hypothesis; statistical phylogeography","biogeography; climate conditions; connectivity; demographic history; dispersal; evolutionary biology; gene flow; genetic analysis; genetic marker; introgression; passerine; Pleistocene; speciation (biology); species complex; Isthmus of Panama; Panama [Central America]; Aves; Pachyramphus; Pachyramphus aglaiae; Pachyramphus homochrous",Article,Scopus,2-s2.0-85084086881
"Öğlü B., Bhele U., Järvalt A., Tuvikene L., Timm H., Seller S., Haberman J., Agasild H., Nõges P., Silm M., Bernotas P., Nõges T., Cremona F.","57210375467;57202158676;56266815100;6506416719;7005737523;57202161403;56244372000;15836838700;8691365600;57193433080;57156587200;55897417200;24340553900;","Is fish biomass controlled by abiotic or biotic factors? Results of long-term monitoring in a large eutrophic lake",2020,"Journal of Great Lakes Research","46","4",,"881","890",,9,"10.1016/j.jglr.2019.08.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070490025&doi=10.1016%2fj.jglr.2019.08.004&partnerID=40&md5=2c6fd8ded461dd2c78481e9cb5b04f01","Cyanobacteria; Food webs; Macroinvertebrates; Pike; Pikeperch; Shallow lake","Decision trees; Eutrophication; Fish; Lakes; Learning algorithms; Least squares approximations; Machine learning; Cyanobacteria; Food webs; Macroinvertebrates; Pike; Pikeperch; Shallow lakes; Biomass; abiotic factor; algorithm; benthos; bioindicator; biomass; biomonitoring; biotic factor; cyanobacterium; eutrophic environment; fish; lake water; long-term change; macroinvertebrate; phytoplankton; trophic environment; Estonia; Europe; Lake Vortsjarv; Cyanobacteria",Article,Scopus,2-s2.0-85070490025
"Shen Y., Yuan Y., Peng J., Chen X., Yang Q.","57198550834;57218365069;56963115200;57218347900;57218364104;","River Extraction from Remote Sensing Images in Cold and Arid Regions Based on Deep Learning [基于深度学习的寒旱区遥感影像河流提取]",2020,"Nongye Jixie Xuebao/Transactions of the Chinese Society for Agricultural Machinery","51","7",,"192","201",,3,"10.6041/j.issn.1000-1298.2020.07.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088913474&doi=10.6041%2fj.issn.1000-1298.2020.07.022&partnerID=40&md5=c1a88f451efafa07925e075d81cd3e3a","Cold and arid area; Deep learning; Remote sensing image; River extraction","Agricultural robots; Arid regions; Extraction; Pixels; Remote sensing; Rivers; Semantics; Transfer learning; Agricultural planning; Ecological environments; Loss functions; Receptive fields; Recognition accuracy; Remote sensing images; Semantic segmentation; Spatial pyramids; Deep learning",Article,Scopus,2-s2.0-85088913474
"Colston T.J., Kulkarni P., Jetz W., Pyron R.A.","36642510300;57218188231;6602506334;18837505100;","Phylogenetic and spatial distribution of evolutionary diversification, isolation, and threat in turtles and crocodilians (non-avian archosauromorphs)",2020,"BMC Evolutionary Biology","20","1","81","","",,9,"10.1186/s12862-020-01642-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088200915&doi=10.1186%2fs12862-020-01642-3&partnerID=40&md5=d3ac03d8fa4c5b6348537656020089b5","Conservation; Diversification; EDGE; Extinction; Machine learning","anthropogenic effect; body size; crocodilian; endangered species; evolutionary biology; extinction risk; fossil fuel; global change; mass extinction; morphology; phylogenetics; phylogeny; spatial distribution; species diversity; species richness; turtle; Africa; Amazon River; Southeast Asia; Archosauromorpha; Aves; Crocodylidae (all crocodiles); Testudines; Vertebrata; Africa; animal; biodiversity; classification; crocodilian; geography; phylogeny; species extinction; turtle; Africa, Western; Alligators and Crocodiles; Animals; Biodiversity; Extinction, Biological; Geography; Phylogeny; Turtles",Article,Scopus,2-s2.0-85088200915
"Jaonalison H., Durand J.-D., Mahafina J., Demarcq H., Teichert N., Ponton D.","57188711415;7402878627;56085636900;6602262969;55225914700;6701751405;","Predicting species richness and abundance of tropical post-larval fish using machine learning",2020,"Marine Ecology Progress Series","645",,,"125","139",,4,"10.3354/meps13385","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087383308&doi=10.3354%2fmeps13385&partnerID=40&md5=db016b37445645740f85b561e2a82f30","DNA barcoding; Fish post-larvae; Modeling; Random Forests; Remote sensing; Surface water masses","abundance; ecological impact; ecological modeling; fish; larval settlement; machine learning; sea surface temperature; spatiotemporal analysis; species richness; Madagascar; Pisces",Article,Scopus,2-s2.0-85087383308
"Zhang Y., Shen H., Xia C.","57188749633;55437628600;57225152094;","Automatic identification of soil and water conservation measures from centimeter-resolution unmanned aerial vehicle imagery",2020,"Journal of Soil and Water Conservation","75","4",,"472","480",,,"10.2489/JSWC.2020.00125","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109257355&doi=10.2489%2fJSWC.2020.00125&partnerID=40&md5=f16e8452f6ab52bdebf86c5e549450f6","Automatic; Object-based image analysis; Soil and water conservation measures; Support vector machine; Unmanned aerial vehicles","aerial photography; image analysis; image classification; machine learning; remote sensing; support vector machine; unmanned vehicle; China; Jilin; Yitong",Article,Scopus,2-s2.0-85109257355
"Yi S., Shen L., Zhou S., Zhu J., Yuan X.","57212251087;57218647830;57218644911;57212274086;57212267440;","Recognition method of pheasant using enhanced Tiny-YOLOV3 model [基于增强型Tiny-YOLOV3模型的野鸡识别方法]",2020,"Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering","36","13",,"141","147",,4,"10.11975/j.issn.1002-6819.2020.13.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089903398&doi=10.11975%2fj.issn.1002-6819.2020.13.017&partnerID=40&md5=8591f23b41f9aaa3adcac4c9b02779ea","Agriculture; Artificial intelligence; CenterNet detection structure; Embedded system; ET-YOLO; Pheasant recognition","Agricultural robots; Artificial intelligence; Complex networks; Efficiency; Intelligent robots; Monitoring; Complex environments; Conventional methods; Experimental evaluation; High resolution image; Real time monitoring; Real time performance; Recognition accuracy; Recognition methods; Feature extraction",Article,Scopus,2-s2.0-85089903398
"Cao X., Ding J., Ge X., Wang J.","57208670474;13610395400;57204780313;57191893435;","Estimation of Soil Electrical Conductivity Based on Spectral Index and Machine Learning Algorithm",2020,"Acta Pedologica Sinica","57","4",,"867","877",,4,"10.11766/trxb201901130024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088918481&doi=10.11766%2ftrxb201901130024&partnerID=40&md5=7a5503c8fc0c1a591a214c79d6e9acb9","Machine learning; Soil electrical conductivity; Spectral; Spectral index; Spectral pretreatment",,Article,Scopus,2-s2.0-85088918481
"Akçay H.G., Kabasakal B., Aksu D., Demir N., Öz M., Erdoğan A.","57197425477;55330881700;57218136558;56844945100;57218140355;7005311417;","Automated bird counting with deep learning for regional bird distribution mapping",2020,"Animals","10","7","1207","1","24",,10,"10.3390/ani10071207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088028852&doi=10.3390%2fani10071207&partnerID=40&md5=94c050849568005eabea7d50440c97b1","Bird counting; Bird detection; Bird diversity; Bird monitoring; Bird population mapping; Citizen science; Computer vision; Deep learning; GIS; Machine learning","article; bird; citizen science; citizen scientist; computer vision; deep learning; detection algorithm; geographic information system; human; nonhuman; species diversity; Turkey (republic)",Article,Scopus,2-s2.0-85088028852
"Pearson K.D., Nelson G., Aronson M.F.J., Bonnet P., Brenskelle L., Davis C.C., Denny E.G., Ellwood E.R., Goëau H., Mason Heberling J., Joly A., Lorieul T., Mazer S.J., Meineke E.K., Stucky B.J., Sweeney P., White A.E., Soltis P.S.","57194020810;55327697800;7102266798;57195772427;57207908796;7404360892;8063029200;34972779300;24450343100;38861883400;56264909800;57190141023;7004055938;55905903300;55292977500;7102897077;57189098563;7006218396;","Machine learning using digitized herbarium specimens to advance phenological research",2020,"BioScience","70","7",,"610","620",,30,"10.1093/biosci/biaa044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087156124&doi=10.1093%2fbiosci%2fbiaa044&partnerID=40&md5=f2a4fa362eeca2f7585c3ec6daacabca","Biodiversity; Climate change; Deep learning; Machine learning; Phenology",,Article,Scopus,2-s2.0-85087156124
"Li B., Yaegashi S., Carvajal T.M., Gamboa M., Chiu M.-C., Ren Z., Watanabe K.","56815874500;56066390400;25959966100;35229260200;16052432900;22956738000;56066424200;","Machine-learning-based detection of adaptive divergence of the stream mayfly Ephemera strigata populations",2020,"Ecology and Evolution","10","13",,"6677","6687",,,"10.1002/ece3.6398","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086468319&doi=10.1002%2fece3.6398&partnerID=40&md5=0ef37d34528efe2c26ae0fa68a205068","adaptive divergence; altitude; aquatic insect; local adaptation; random forest; STRUCTURE",,Article,Scopus,2-s2.0-85086468319
"Qian W., Huang Y., Liu Q., Fan W., Sun Z., Dong H., Wan F., Qiao X.","57194770166;37037544700;57214440619;57200598887;55491475300;57216939448;9244153900;54581482800;","UAV and a deep convolutional neural network for monitoring invasive alien plants in the wild",2020,"Computers and Electronics in Agriculture","174",,"105519","","",,14,"10.1016/j.compag.2020.105519","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085394763&doi=10.1016%2fj.compag.2020.105519&partnerID=40&md5=77b8151c311a2c926c3d8a816d8fd7ff","Computer vision; Deep learning; Invasive alien plant; Multi-object identification","Antennas; Biodiversity; Convolution; Convolutional neural networks; Ecology; Efficiency; Monitoring; Quality control; Remote sensing; Unmanned aerial vehicles (UAV); Ecological analysis; Intelligent monitoring; Manual inspection; Prevention and controls; Qualitative comparative analysis; Rapid identification; Satellite remote sensing; Training and testing; Deep neural networks; artificial intelligence; artificial neural network; biodiversity; environmental monitoring; invasive species; performance assessment; precision; remote sensing; sampling; satellite data; unmanned vehicle; Intracisternal A-particles",Article,Scopus,2-s2.0-85085394763
"Barbe L., Mony C., Abbott B.W.","57193360596;15760057000;54788776500;","Artificial Intelligence Accidentally Learned Ecology through Video Games",2020,"Trends in Ecology and Evolution","35","7",,"557","560",,4,"10.1016/j.tree.2020.04.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084384588&doi=10.1016%2fj.tree.2020.04.006&partnerID=40&md5=7ca22dacb2ae9fe2343fa95ec9dd0661",,"artificial intelligence; ecological approach; game theory; real time; artificial intelligence; ecosystem; human; learning; video game; Artificial Intelligence; Ecosystem; Humans; Learning; Video Games",Short Survey,Scopus,2-s2.0-85084384588
